,text,affect_isr,affect_pal,attitude
827,И снова ХАМАС слабину дал,2,0,0
501,Каждому народу нужно своё безопасное место. Для евреев таким местом является Израиль.,0,2,0
913,Любой ущерб для Израиля будет в тему.,1,2,1
629,🙏🙏🙏🔯🇮🇱,0,2,0
571,🇮🇱❤️🙏,0,2,0
109,евреии ковровыми стирают дома,1,2,1
710,Поэтому важно не лезть на Израиль и жить мирно.  ,0,2,0
873,Евреи = звери,1,2,1
742,"Без помощи Израиля, они бы остались в эпохе древних орудий и костяной культуры.",2,0,0
1606,"Если мы будем честны, нападения на евреев не вызвали массового осуждения среди палестинцев.",2,0,0
1478,ХАМАС - враг по сценарию евреев,1,2,1
1287,"Израиль что ответит за тысячи унесённых жизней детей? Это продолжается 73 года, не началось недавно. За что же они убили столько детей? Ты в курсе?",1,2,1
727,Сионисты твари конченые,1,2,1
1351,"Так называемое государство Палестина не существует, их язык чужой. Финансы и энергоресурсы получают от Израиля, ответ - лишь разрушение.",2,0,0
